Code_Region,Nom_Region,Code_CNP,Titre_professionnel_de_la_CNP,Niveau_de_competences,Genre_de_competences,emploi_estime,Perspectives
475,Saguenay-Lac-Saint-Jean,3212,Techniciens/techniciennes de laboratoire medical et assistants/assistantes en pathologie,Technique-1 (Haut. Qualifie)                                                                                                                                                                                                                                   ,Sante                                                             ,100,equilibre
475,Saguenay-Lac-Saint-Jean,3213,Technologues en sante animale et techniciens/techniciennes veterinaires,Technique-1 (Haut. Qualifie)                                                                                                                                                                                                                                   ,Sante                                                             ,150,Leger Deficit
475,Saguenay-Lac-Saint-Jean,3214,Inhalotherapeutes/ perfusionnistes cardiovasculaires et technologues cardiopulmonaires,Technique-1 (Haut. Qualifie)                                                                                                                                                                                                                                   ,Sante                                                             ,200,equilibre
475,Saguenay-Lac-Saint-Jean,3215,Technologues en radiation medicale,Technique-1 (Haut. Qualifie)                                                                                                                                                                                                                                   ,Sante                                                             ,200,equilibre
475,Saguenay-Lac-Saint-Jean,3216,Technologues en echographie,Technique-1 (Haut. Qualifie)                                                                                                                                                                                                                                   ,Sante                                                             ,,Non publie
475,Saguenay-Lac-Saint-Jean,3217,Technologues en cardiologie et technologues en electrophysiologie diagnostique/ n.c.a.,Technique-1 (Haut. Qualifie)                                                                                                                                                                                                                                   ,Sante                                                             ,,Non publie
475,Saguenay-Lac-Saint-Jean,3219,Autres technologues et techniciens/techniciennes des sciences de la sante (sauf soins dentaires),Technique-1 (Haut. Qualifie)                                                                                                                                                                                                                                   ,Sante                                                             ,900,Deficit important
475,Saguenay-Lac-Saint-Jean,3221,Denturologistes,Technique-1 (Haut. Qualifie)                                                                                                                                                                                                                                   ,Sante                                                             ,,Non publie
475,Saguenay-Lac-Saint-Jean,3222,Hygienistes et therapeutes dentaires,Technique-1 (Haut. Qualifie)                                                                                                                                                                                                                                   ,Sante                                                             ,250,Deficit important
475,Saguenay-Lac-Saint-Jean,3223,Technologues et techniciens/techniciennes dentaires et auxiliaires dans les laboratoires dentaires,Technique-1 (Haut. Qualifie)                                                                                                                                                                                                                                   ,Sante                                                             ,50,equilibre
475,Saguenay-Lac-Saint-Jean,3231,Opticiens/opticiennes d'ordonnances,Technique-1 (Haut. Qualifie)                                                                                                                                                                                                                                   ,Sante                                                             ,50,equilibre
475,Saguenay-Lac-Saint-Jean,3232,Praticiens/praticiennes des medecines douces,Technique-1 (Haut. Qualifie)                                                                                                                                                                                                                                   ,Sante                                                             ,,Non publie
475,Saguenay-Lac-Saint-Jean,3233,Infirmiers auxiliaires/infirmières auxiliaires,Technique-1 (Haut. Qualifie)                                                                                                                                                                                                                                   ,Sante                                                             ,800,Leger Deficit
475,Saguenay-Lac-Saint-Jean,3234,Personnel ambulancier et paramedical,Technique-1 (Haut. Qualifie)                                                                                                                                                                                                                                   ,Sante                                                             ,250,equilibre
475,Saguenay-Lac-Saint-Jean,3236,Massotherapeutes,Technique-1 (Haut. Qualifie)                                                                                                                                                                                                                                   ,Sante                                                             ,300,equilibre
475,Saguenay-Lac-Saint-Jean,3237,Autre personnel technique en therapie et en diagnostic,Technique-1 (Haut. Qualifie)                                                                                                                                                                                                                                   ,Sante                                                             ,100,Leger Surplus
475,Saguenay-Lac-Saint-Jean,3411,Assistants/assistantes dentaires,C - Intermediaire (Moins Qualifie)                                                                                                                                                                                                                             ,Sante                                                             ,150,Leger Surplus
475,Saguenay-Lac-Saint-Jean,3413,Aides-infirmiers/aides-infirmières/ aides-soignants/aides-soignantes et preposes/preposees aux beneficiaires,C - Intermediaire (Moins Qualifie)                                                                                                                                                                                                                             ,Sante                                                             ,2000,Deficit important
475,Saguenay-Lac-Saint-Jean,3414,Autre personnel de soutien des services de sante,C - Intermediaire (Moins Qualifie)                                                                                                                                                                                                                             ,Sante                                                             ,250,Non publie
475,Saguenay-Lac-Saint-Jean,4011,Professeurs/professeures et charges/chargees de cours au niveau universitaire,A-2 Personnel professionel                                                                                                                                                                                                                                     , E.D.S.C                  ,300,equilibre
475,Saguenay-Lac-Saint-Jean,4012,Assistants/assistantes d'enseignement et de recherche au niveau postsecondaire,A-2 Personnel professionel                                                                                                                                                                                                                                     , E.D.S.C                  ,250,equilibre
475,Saguenay-Lac-Saint-Jean,4021,Enseignants/enseignantes au niveau collegial et autres instructeurs/instructrices en formation professionnelle,A-2 Personnel professionel                                                                                                                                                                                                                                     , E.D.S.C                  ,1000,equilibre
475,Saguenay-Lac-Saint-Jean,4031,Enseignants/enseignantes au niveau secondaire,A-2 Personnel professionel                                                                                                                                                                                                                                     , E.D.S.C                  ,1500,equilibre
475,Saguenay-Lac-Saint-Jean,4032,Enseignants/enseignantes aux niveaux primaire et prescolaire,A-2 Personnel professionel                                                                                                                                                                                                                                     , E.D.S.C                  ,1500,equilibre
475,Saguenay-Lac-Saint-Jean,4033,Conseillers/conseillères en information scolaire,A-2 Personnel professionel                                                                                                                                                                                                                                     , E.D.S.C                  ,150,equilibre
475,Saguenay-Lac-Saint-Jean,4111,Juges,A-2 Personnel professionel                                                                                                                                                                                                                                     , E.D.S.C                  ,,Non publie
475,Saguenay-Lac-Saint-Jean,4112,Avocats/avocates (partout au Canada) et notaires (au Quebec),A-2 Personnel professionel                                                                                                                                                                                                                                     , E.D.S.C                  ,350,equilibre
475,Saguenay-Lac-Saint-Jean,4151,Psychologues,A-2 Personnel professionel                                                                                                                                                                                                                                     , E.D.S.C                  ,250,Leger Deficit
475,Saguenay-Lac-Saint-Jean,4152,Travailleurs sociaux/travailleuses sociales,A-2 Personnel professionel                                                                                                                                                                                                                                     , E.D.S.C                  ,800,equilibre
475,Saguenay-Lac-Saint-Jean,4153,Therapeutes conjugaux/therapeutes conjugales/ therapeutes familiaux/therapeutes familiales et autres conseillers assimiles/conseillères assimilees,A-2 Personnel professionel                                                                                                                                                                                                                                     , E.D.S.C                  ,150,equilibre
475,Saguenay-Lac-Saint-Jean,4154,Personnel professionnel relie à la religion,A-2 Personnel professionel                                                                                                                                                                                                                                     , E.D.S.C                  ,,Non publie
475,Saguenay-Lac-Saint-Jean,4155,Agents/agentes de probation et de liberation conditionnelle et personnel assimile,A-2 Personnel professionel                                                                                                                                                                                                                                     , E.D.S.C                  ,,Non publie
475,Saguenay-Lac-Saint-Jean,4156,Conseillers/conseillères en emploi,A-2 Personnel professionel                                                                                                                                                                                                                                     , E.D.S.C                  ,50,equilibre
475,Saguenay-Lac-Saint-Jean,4161,Recherchistes/ experts-conseils/expertes-conseils et agents/agentes de programmes/ en sciences naturelles et appliquees,A-2 Personnel professionel                                                                                                                                                                                                                                     , E.D.S.C                  ,100,equilibre
475,Saguenay-Lac-Saint-Jean,4162,economistes/ recherchistes et analystes des politiques economiques,A-2 Personnel professionel                                                                                                                                                                                                                                     , E.D.S.C                  ,,Non publie
475,Saguenay-Lac-Saint-Jean,4163,Agents/agentes de developpement economique/ recherchistes et experts-conseils/expertes-conseils en marketing,A-2 Personnel professionel                                                                                                                                                                                                                                     , E.D.S.C                  ,100,equilibre
475,Saguenay-Lac-Saint-Jean,4164,Recherchistes/ experts-conseils/expertes-conseils et agents/agentes de programmes en politiques sociales,A-2 Personnel professionel                                                                                                                                                                                                                                     , E.D.S.C                  ,100,equilibre
475,Saguenay-Lac-Saint-Jean,4165,Recherchistes/ experts-conseils/expertes-conseils et agents/agentes de programmes en politiques de la sante,A-2 Personnel professionel                                                                                                                                                                                                                                     , E.D.S.C                  ,50,Leger Surplus
475,Saguenay-Lac-Saint-Jean,4166,Recherchistes/ experts-conseils/expertes-conseils et agents/agentes de programmes en politiques de l'enseignement,A-2 Personnel professionel                                                                                                                                                                                                                                     , E.D.S.C                  ,150,equilibre
475,Saguenay-Lac-Saint-Jean,4167,Recherchistes/ experts-conseils/expertes-conseils et agents/agentes de programme en sports/ en loisirs et en conditionnement physique,A-2 Personnel professionel                                                                                                                                                                                                                                     , E.D.S.C                  ,50,Leger Deficit
475,Saguenay-Lac-Saint-Jean,4168,Agents/agentes de programmes propres au gouvernement,A-2 Personnel professionel                                                                                                                                                                                                                                     , E.D.S.C                  ,50,Leger Deficit
475,Saguenay-Lac-Saint-Jean,4169,Autres professionnels/professionnelles des sciences sociales/ n.c.a.,A-2 Personnel professionel                                                                                                                                                                                                                                     , E.D.S.C                  ,,Non publie
475,Saguenay-Lac-Saint-Jean,4211,Techniciens/techniciennes juridiques et personnel assimile,Technique-1 (Haut. Qualifie)                                                                                                                                                                                                                                   , E.D.S.C                  ,100,Leger Deficit
475,Saguenay-Lac-Saint-Jean,4212,Travailleurs/travailleuses des services sociaux et communautaires,Technique-1 (Haut. Qualifie)                                                                                                                                                                                                                                   , E.D.S.C                  ,1000,Leger Surplus
475,Saguenay-Lac-Saint-Jean,4214,educateurs/educatrices et aides-educateurs/aides-educatrices de la petite enfance,Technique-1 (Haut. Qualifie)                                                                                                                                                                                                                                   , E.D.S.C                  ,3500,Leger Deficit
475,Saguenay-Lac-Saint-Jean,4215,Instructeurs/instructrices pour personnes ayant une deficience,Technique-1 (Haut. Qualifie)                                                                                                                                                                                                                                   , E.D.S.C                  ,800,Leger Surplus
475,Saguenay-Lac-Saint-Jean,4216,Autres instructeurs/instructrices,Technique-1 (Haut. Qualifie)                                                                                                                                                                                                                                   , E.D.S.C                  ,100,Non publie
475,Saguenay-Lac-Saint-Jean,4217,Autre personnel relie à la religion,Technique-1 (Haut. Qualifie)                                                                                                                                                                                                                                   , E.D.S.C                  ,100,Non publie
475,Saguenay-Lac-Saint-Jean,4311,Policiers/policières (sauf cadres superieurs),Technique-1 (Haut. Qualifie)                                                                                                                                                                                                                                   , E.D.S.C                  ,450,equilibre
475,Saguenay-Lac-Saint-Jean,4312,Pompiers/pompières,Technique-1 (Haut. Qualifie)                                                                                                                                                                                                                                   , E.D.S.C                  ,150,equilibre
475,Saguenay-Lac-Saint-Jean,4313,Sous-officiers/sous-officières des Forces canadiennes,Technique-1 (Haut. Qualifie)                                                                                                                                                                                                                                   , E.D.S.C                  ,600,Non publie
475,Saguenay-Lac-Saint-Jean,4411,Gardiens/gardiennes d'enfants en milieu familial,C - Intermediaire (Moins Qualifie)                                                                                                                                                                                                                             , E.D.S.C                  ,450,equilibre
475,Saguenay-Lac-Saint-Jean,4412,Aides familiaux residents/aides familiales residentes/ aides de maintien à domicile et personnel assimile,C - Intermediaire (Moins Qualifie)                                                                                                                                                                                                                             , E.D.S.C                  ,600,Leger Deficit
475,Saguenay-Lac-Saint-Jean,4413,Aides-enseignants/aides-enseignantes aux niveaux primaire et secondaire,C - Intermediaire (Moins Qualifie)                                                                                                                                                                                                                             , E.D.S.C                  ,350,equilibre
475,Saguenay-Lac-Saint-Jean,4421,Sherifs et huissiers/huissières de justice,C - Intermediaire (Moins Qualifie)                                                                                                                                                                                                                             , E.D.S.C                  ,,Non publie
475,Saguenay-Lac-Saint-Jean,4422,Agents/agentes de services correctionnels,C - Intermediaire (Moins Qualifie)                                                                                                                                                                                                                             , E.D.S.C                  ,100,equilibre
475,Saguenay-Lac-Saint-Jean,4423,Agents/agentes d'application de règlements municipaux et autres agents/agentes de reglementation/ n.c.a.,C - Intermediaire (Moins Qualifie)                                                                                                                                                                                                                             , E.D.S.C                  ,,Non publie
475,Saguenay-Lac-Saint-Jean,5111,Bibliothecaires,A-2 Personnel professionel                                                                                                                                                                                                                                     ,Arts et Sports                                                ,,Non publie
475,Saguenay-Lac-Saint-Jean,5112,Restaurateurs/restauratrices et conservateurs/conservatrices,A-2 Personnel professionel                                                                                                                                                                                                                                     ,Arts et Sports                                                ,,Non publie
475,Saguenay-Lac-Saint-Jean,5113,Archivistes,A-2 Personnel professionel                                                                                                                                                                                                                                     ,Arts et Sports                                                ,,Non publie
475,Saguenay-Lac-Saint-Jean,5121,Auteurs/auteures/ redacteurs/redactrices et ecrivains/ecrivaines,A-2 Personnel professionel                                                                                                                                                                                                                                     ,Arts et Sports                                                ,,Non publie
475,Saguenay-Lac-Saint-Jean,5122,Reviseurs/reviseures/ redacteurs-reviseurs/redactrices-reviseures et chefs du service des nouvelles,A-2 Personnel professionel                                                                                                                                                                                                                                     ,Arts et Sports                                                ,,Non publie
475,Saguenay-Lac-Saint-Jean,5123,Journalistes,A-2 Personnel professionel                                                                                                                                                                                                                                     ,Arts et Sports                                                ,100,equilibre
475,Saguenay-Lac-Saint-Jean,5125,Traducteurs/traductrices/ terminologues et interprètes,A-2 Personnel professionel                                                                                                                                                                                                                                     ,Arts et Sports                                                ,,Non publie
475,Saguenay-Lac-Saint-Jean,5131,Producteurs/productrices/ realisateurs/realisatrices/ choregraphes et personnel assimile,A-2 Personnel professionel                                                                                                                                                                                                                                     ,Arts et Sports                                                ,100,Leger Deficit
475,Saguenay-Lac-Saint-Jean,5132,Chefs d'orchestre/ compositeurs/compositrices et arrangeurs/arrangeuses,A-2 Personnel professionel                                                                                                                                                                                                                                     ,Arts et Sports                                                ,,Non publie
475,Saguenay-Lac-Saint-Jean,5133,Musiciens/musiciennes et chanteurs/chanteuses,A-2 Personnel professionel                                                                                                                                                                                                                                     ,Arts et Sports                                                ,150,Non publie
475,Saguenay-Lac-Saint-Jean,5134,Danseurs/danseuses,A-2 Personnel professionel                                                                                                                                                                                                                                     ,Arts et Sports                                                ,100,Non publie
475,Saguenay-Lac-Saint-Jean,5135,Acteurs/actrices et comediens/comediennes,A-2 Personnel professionel                                                                                                                                                                                                                                     ,Arts et Sports                                                ,,Non publie
475,Saguenay-Lac-Saint-Jean,5136,Peintres/ sculpteurs/sculpteures et autres artistes des arts visuels,A-2 Personnel professionel                                                                                                                                                                                                                                     ,Arts et Sports                                                ,100,Non publie
475,Saguenay-Lac-Saint-Jean,5211,Techniciens/techniciennes dans les bibliothèques et les services d'archives publiques,Technique-1 (Haut. Qualifie)                                                                                                                                                                                                                                   ,Arts et Sports                                                ,50,Leger Deficit
475,Saguenay-Lac-Saint-Jean,5212,Personnel technique des musees et des galeries d'art,Technique-1 (Haut. Qualifie)                                                                                                                                                                                                                                   ,Arts et Sports                                                ,,Non publie
475,Saguenay-Lac-Saint-Jean,5221,Photographes,Technique-1 (Haut. Qualifie)                                                                                                                                                                                                                                   ,Arts et Sports                                                ,,Non publie
475,Saguenay-Lac-Saint-Jean,5222,Cadreurs/cadreuses de films et cadreurs/cadreuses video,Technique-1 (Haut. Qualifie)                                                                                                                                                                                                                                   ,Arts et Sports                                                ,,Non publie
475,Saguenay-Lac-Saint-Jean,5223,Techniciens/techniciennes en graphisme,Technique-1 (Haut. Qualifie)                                                                                                                                                                                                                                   ,Arts et Sports                                                ,100,Leger Deficit
475,Saguenay-Lac-Saint-Jean,5224,Techniciens/techniciennes en radiotelediffusion,Technique-1 (Haut. Qualifie)                                                                                                                                                                                                                                   ,Arts et Sports                                                ,,Non publie
475,Saguenay-Lac-Saint-Jean,5225,Techniciens/techniciennes en enregistrement audio et video,Technique-1 (Haut. Qualifie)                                                                                                                                                                                                                                   ,Arts et Sports                                                ,100,Leger Deficit
475,Saguenay-Lac-Saint-Jean,5226,Autre personnel technique et personnel de coordination du cinema/ de la radiotelediffusion et des arts de la scène,Technique-1 (Haut. Qualifie)                                                                                                                                                                                                                                   ,Arts et Sports                                                ,50,Non publie
475,Saguenay-Lac-Saint-Jean,5227,Personnel de soutien du cinema/ de la radiotelediffusion/ de la photographie et des arts de la scène,Technique-1 (Haut. Qualifie)                                                                                                                                                                                                                                   ,Arts et Sports                                                ,,Non publie
475,Saguenay-Lac-Saint-Jean,5231,Annonceurs/annonceures et autres communicateurs/communicatrices de la radio et de la television,Technique-1 (Haut. Qualifie)                                                                                                                                                                                                                                   ,Arts et Sports                                                ,100,equilibre
475,Saguenay-Lac-Saint-Jean,5232,Autres artistes de spectacle/ n.c.a.,Technique-1 (Haut. Qualifie)                                                                                                                                                                                                                                   ,Arts et Sports                                                ,,Non publie
475,Saguenay-Lac-Saint-Jean,5241,Designers graphiques et illustrateurs/illustratrices,Technique-1 (Haut. Qualifie)                                                                                                                                                                                                                                   ,Arts et Sports                                                ,150,Leger Deficit
475,Saguenay-Lac-Saint-Jean,5242,Designers d'interieur et decorateurs/decoratrices d'interieur,Technique-1 (Haut. Qualifie)                                                                                                                                                                                                                                   ,Arts et Sports                                                ,150,Leger Surplus
475,Saguenay-Lac-Saint-Jean,5243,Ensembliers/ensemblières de theâtre/ dessinateurs/dessinatrices de mode/ concepteurs/conceptrices d'expositions et autres concepteurs/conceptrices artistiques,Technique-1 (Haut. Qualifie)                                                                                                                                                                                                                                   ,Arts et Sports                                                ,50,equilibre
475,Saguenay-Lac-Saint-Jean,5244,Artisans/artisanes,Technique-1 (Haut. Qualifie)                                                                                                                                                                                                                                   ,Arts et Sports                                                ,,Non publie
475,Saguenay-Lac-Saint-Jean,5245,Patronniers/patronnières de produits textiles et d'articles en cuir et en fourrure,Technique-1 (Haut. Qualifie)                                                                                                                                                                                                                                   ,Arts et Sports                                                ,,Non publie
475,Saguenay-Lac-Saint-Jean,5251,Athlètes,Technique-1 (Haut. Qualifie)                                                                                                                                                                                                                                   ,Arts et Sports                                                ,,Non publie
475,Saguenay-Lac-Saint-Jean,5252,Entraîneurs/entraîneuses,Technique-1 (Haut. Qualifie)                                                                                                                                                                                                                                   ,Arts et Sports                                                ,100,Non publie
475,Saguenay-Lac-Saint-Jean,5253,Arbitres et officiels/officielles de sports,Technique-1 (Haut. Qualifie)                                                                                                                                                                                                                                   ,Arts et Sports                                                ,,Non publie
475,Saguenay-Lac-Saint-Jean,5254,Animateurs/animatrices et responsables de programmes de sports/ de loisirs et de conditionnement physique,Technique-1 (Haut. Qualifie)                                                                                                                                                                                                                                   ,Arts et Sports                                                ,700,equilibre
475,Saguenay-Lac-Saint-Jean,6211,Superviseurs/superviseures des ventes - commerce de detail,Technique-2 (Qualifie)                                                                                                                                                                                                                                         ,Vente et services                                                               ,350,equilibre
475,Saguenay-Lac-Saint-Jean,6221,Specialistes des ventes techniques - commerce de gros,Technique-1 (Haut. Qualifie)                                                                                                                                                                                                                                   ,Vente et services                                                               ,250,Deficit important
475,Saguenay-Lac-Saint-Jean,6222,Acheteurs/acheteuses des commerces de detail et de gros,Technique-1 (Haut. Qualifie)                                                                                                                                                                                                                                   ,Vente et services                                                               ,100,equilibre
475,Saguenay-Lac-Saint-Jean,6231,Agents/agentes et courtiers/courtières d'assurance,Technique-2 (Qualifie)                                                                                                                                                                                                                                         ,Vente et services                                                               ,350,Leger Deficit
475,Saguenay-Lac-Saint-Jean,6232,Agents/agentes et vendeurs/vendeuses en immobilier,Technique-2 (Qualifie)                                                                                                                                                                                                                                         ,Vente et services                                                               ,150,equilibre
475,Saguenay-Lac-Saint-Jean,6235,Representants/representantes des ventes financières,Technique-2 (Qualifie)                                                                                                                                                                                                                                         ,Vente et services                                                               ,100,Leger Deficit
475,Saguenay-Lac-Saint-Jean,6311,Superviseurs/superviseures des services alimentaires,Technique-2 (Qualifie)                                                                                                                                                                                                                                         ,Vente et services                                                               ,200,equilibre
475,Saguenay-Lac-Saint-Jean,6312,Gouvernants principaux/gouvernantes principales,Technique-2 (Qualifie)                                                                                                                                                                                                                                         ,Vente et services                                                               ,,Non publie
475,Saguenay-Lac-Saint-Jean,6313,Superviseurs/superviseures des services d'hebergement/ de voyages/ de tourisme et des services connexes,Technique-2 (Qualifie)                                                                                                                                                                                                                                         ,Vente et services                                                               ,,Non publie
475,Saguenay-Lac-Saint-Jean,6314,Superviseurs/superviseures des services d'information et des services à la clientèle,Technique-2 (Qualifie)                                                                                                                                                                                                                                         ,Vente et services                                                               ,50,Leger Deficit
475,Saguenay-Lac-Saint-Jean,6315,Surveillants/surveillantes des services de nettoyage,Technique-2 (Qualifie)                                                                                                                                                                                                                                         ,Vente et services                                                               ,50,equilibre
475,Saguenay-Lac-Saint-Jean,6316,Surveillants/surveillantes des autres services,Technique-2 (Qualifie)                                                                                                                                                                                                                                         ,Vente et services                                                               ,50,Non publie
475,Saguenay-Lac-Saint-Jean,6321,Chefs,Technique-2 (Qualifie)                                                                                                                                                                                                                                         ,Vente et services                                                               ,100,equilibre
475,Saguenay-Lac-Saint-Jean,6322,Cuisiniers/cuisinières,Technique-2 (Qualifie)                                                                                                                                                                                                                                         ,Vente et services                                                               ,2500,Leger Deficit
475,Saguenay-Lac-Saint-Jean,6331,Bouchers/bouchères/ coupeurs/coupeuses de viande et poissonniers/poissonnières - commerce de gros et de detail,Technique-2 (Qualifie)                                                                                                                                                                                                                                         ,Vente et services                                                               ,450,Leger Deficit
475,Saguenay-Lac-Saint-Jean,6332,Boulangers-pâtissiers/boulangères-pâtissières,Technique-2 (Qualifie)                                                                                                                                                                                                                                         ,Vente et services                                                               ,300,equilibre
475,Saguenay-Lac-Saint-Jean,6341,Coiffeurs/coiffeuses et barbiers/barbières,Technique-2 (Qualifie)                                                                                                                                                                                                                                         ,Vente et services                                                               ,1500,equilibre
475,Saguenay-Lac-Saint-Jean,6342,Tailleurs/tailleuses/ couturiers/couturières/ fourreurs/fourreuses et modistes,Technique-2 (Qualifie)                                                                                                                                                                                                                                         ,Vente et services                                                               ,150,Leger Deficit
